case_id,age,gender,business_sector,business_age_yrs,num_applicants,cibil_score,num_active_loans,num_overdue_accounts,loan_ask_lakhs,annual_gst_turnover_lakhs,gst_seasonality_cv,revenue_lakhs,cogs_pct,net_profit_margin_pct,cash_profit_lakhs,total_assets_lakhs,total_debt_lakhs,net_worth_lakhs,debt_to_equity,current_ratio,debtors_days,creditors_days,avg_bank_balance_lakhs,total_credits_12m_lakhs,total_debits_12m_lakhs,num_cheque_bounces,num_emi_bounces,bank_credit_to_revenue,loan_to_revenue,loan_to_net_worth,abb_to_loan,cash_profit_to_loan,foir,risk_label,risk_label_3class
GC-LAP-03732,35,M,Retail,9,2,777.0,4,0,170.2,52.7,0.3148,62.5,51.2,29.04,20.5,143.2,121.9,21.3,5.736,1.27,97.0,7,15.58,48.8,51.5,0.0,1,0.781,2.722,8.008,0.0915,0.12,2.368,Medium,Medium
GC-LAP-03733,25,M,Services,17,1,637.0,1,0,149.7,1240.6,0.1555,1197.7,67.1,21.68,292.7,1283.4,532.0,751.4,0.708,1.35,49.0,33,2.35,683.2,648.0,0.0,2,0.57,0.125,0.199,0.0157,1.955,0.094,Medium-Low,Low
GC-LAP-03734,43,M,Manufacturing,3,2,617.0,2,0,58.6,655.2,0.252,775.3,57.2,30.41,244.7,1018.0,402.4,615.6,0.654,1.5,78.0,82,41.39,649.6,664.5,0.0,0,0.838,0.076,0.095,0.7063,4.175,0.084,Medium-Low,Low
GC-LAP-03735,48,M,Trading,15,2,705.0,2,2,491.6,739.3,0.1906,616.0,69.1,20.76,135.3,624.3,284.3,340.0,0.836,1.29,123.0,66,49.5,658.5,724.4,0.0,0,1.069,0.798,1.446,0.1007,0.275,0.612,Medium,Medium
GC-LAP-03736,41,M,Food_Processing,14,3,704.0,4,0,169.1,768.9,0.216,652.9,43.7,13.33,114.1,918.3,155.3,763.0,0.203,2.13,45.0,66,12.91,974.3,823.8,0.0,0,1.492,0.259,0.222,0.0763,0.675,0.424,Low,Low
GC-LAP-03737,38,M,Construction,13,2,724.0,5,0,111.8,280.8,0.412,331.7,59.8,24.4,95.7,466.8,360.0,106.8,3.37,0.83,105.0,29,26.91,220.2,215.4,0.0,0,0.664,0.337,1.047,0.2407,0.856,0.482,Medium-Low,Low
GC-LAP-03738,40,M,Construction,15,1,649.0,1,0,126.1,107.1,0.1508,108.3,48.9,28.86,32.7,122.6,58.3,64.3,0.907,1.5,71.0,47,44.1,104.9,105.0,0.0,0,0.968,1.165,1.961,0.3497,0.26,0.738,Medium,Medium
GC-LAP-03739,39,M,Retail,9,2,773.0,2,0,83.2,598.3,0.1442,701.9,54.7,24.95,191.4,396.6,207.0,189.5,1.092,1.0,37.0,51,40.25,443.2,422.3,1.0,1,0.631,0.119,0.439,0.4838,2.3,0.125,Low,Low
GC-LAP-03740,31,M,Manufacturing,1,2,,1,0,71.6,91.1,0.3753,101.9,46.9,,30.5,146.2,98.5,47.8,2.062,1.36,79.0,50,28.4,108.2,95.6,0.0,0,1.062,0.703,1.499,0.3966,0.426,0.535,Medium,Medium
GC-LAP-03741,36,M,Services,9,3,718.0,2,2,528.9,110.2,0.1793,114.6,66.4,19.27,26.0,192.9,113.7,79.2,1.436,1.81,69.0,40,23.11,86.1,89.5,1.0,0,0.751,4.615,6.677,0.0437,0.049,3.387,Low,Low
GC-LAP-03742,46,M,Trading,5,2,738.0,1,1,72.1,298.4,0.2065,297.9,46.4,28.0,94.2,294.0,101.7,192.2,0.529,1.39,57.0,12,33.71,247.1,243.1,0.0,1,0.83,0.242,0.375,0.4675,1.306,0.174,Medium-Low,Low
GC-LAP-03743,44,M,Manufacturing,6,3,,0,0,80.7,620.2,0.057,629.2,79.4,7.83,69.3,723.7,439.4,284.3,1.545,0.77,96.0,49,27.23,853.0,786.2,1.0,0,1.356,0.128,0.284,0.3374,0.859,0.168,Medium,Medium
GC-LAP-03744,43,M,Trading,3,1,693.0,2,1,98.4,186.4,0.2802,199.4,60.6,17.56,38.3,109.0,60.3,48.6,1.24,1.21,128.0,55,18.15,127.9,117.5,0.0,0,0.641,0.493,2.023,0.1845,0.39,0.683,Medium,Medium
GC-LAP-03745,34,M,Retail,7,2,678.0,4,0,78.3,196.0,0.0923,168.4,48.6,8.15,20.4,108.0,84.0,24.0,3.506,2.1,75.0,85,5.67,196.9,200.3,0.0,0,1.169,0.465,3.268,0.0724,0.261,1.728,Medium-Low,Low
GC-LAP-03746,40,M,Manufacturing,7,1,668.0,2,0,120.8,1792.0,0.0859,2051.8,54.2,23.69,568.1,1380.5,1038.4,342.1,3.035,2.49,10.0,56,22.24,1686.5,1835.5,0.0,0,0.822,0.059,0.353,0.1841,4.703,0.052,Low,Low
GC-LAP-03747,25,F,Trading,1,2,680.0,3,2,92.9,574.7,0.2034,474.3,59.8,26.92,136.0,528.8,91.1,437.7,0.208,0.8,79.0,50,6.83,365.6,293.0,0.0,0,0.771,0.196,0.212,0.0735,1.464,0.231,Medium,Medium
GC-LAP-03748,43,M,Trading,13,2,686.0,3,0,111.2,410.8,0.4772,576.7,87.4,6.46,63.4,661.5,350.6,310.9,1.127,2.03,43.0,63,15.73,522.9,498.3,2.0,0,0.907,0.193,0.358,0.1415,0.57,0.536,Medium,Medium
GC-LAP-03749,53,M,Manufacturing,21,1,632.0,2,0,98.9,846.1,0.1255,1028.2,73.0,18.86,199.1,990.7,427.4,563.3,0.759,0.53,14.0,50,17.42,911.4,827.2,3.0,0,0.886,0.096,0.176,0.1761,2.013,0.132,Medium-Low,Low
GC-LAP-03750,30,F,Services,13,2,690.0,4,1,104.4,458.1,0.069,429.7,27.0,29.32,136.0,312.4,104.4,208.1,0.502,2.45,58.0,53,31.7,393.4,375.4,3.0,1,0.916,0.243,0.502,0.3036,1.303,0.287,Medium,Medium
GC-LAP-03751,37,M,Retail,8,1,657.0,2,0,47.7,137.1,0.0421,174.9,57.1,23.93,51.0,124.5,82.8,41.6,1.99,2.04,38.0,62,6.56,189.2,155.2,0.0,0,1.082,0.273,1.146,0.1375,1.068,0.37,Low,Low
GC-LAP-03752,44,F,Manufacturing,9,1,767.0,4,0,99.5,129.0,0.1417,119.2,48.5,25.11,36.3,85.0,46.6,38.5,1.21,1.84,104.0,88,30.77,123.2,135.1,2.0,1,1.033,0.835,2.587,0.3092,0.365,1.055,Medium-Low,Low
GC-LAP-03753,52,M,Manufacturing,7,1,739.0,1,0,111.4,269.9,0.2975,335.5,38.8,45.82,166.1,366.4,116.2,250.2,0.464,1.03,114.0,33,48.18,305.3,280.3,0.0,0,0.91,0.332,0.445,0.4325,1.491,0.133,Low,Low
GC-LAP-03754,38,M,Construction,10,2,739.0,2,2,101.9,246.4,0.0739,271.7,85.4,10.14,38.1,255.5,115.9,139.6,0.83,0.75,144.0,89,90.11,218.6,177.5,1.0,0,0.804,0.375,0.73,0.8843,0.373,0.701,Medium-Low,Low
GC-LAP-03755,36,M,Services,9,1,778.0,3,0,102.6,1310.9,0.3944,1653.1,58.7,31.87,589.6,1824.5,1048.6,776.0,1.351,1.03,80.0,58,81.56,1955.5,1928.7,3.0,2,1.183,0.062,0.132,0.7949,5.747,0.056,Medium-Low,Low
GC-LAP-03756,26,M,Construction,5,1,670.0,0,0,208.4,276.9,0.2242,238.1,53.4,19.23,53.3,370.4,201.5,169.0,1.192,0.61,86.0,65,17.38,181.8,182.7,0.0,1,0.764,0.875,1.233,0.0834,0.256,0.563,Medium-Low,Low
GC-LAP-03757,42,F,Trading,18,1,736.0,2,1,88.3,1020.1,0.4866,1232.8,84.6,,171.6,1569.5,78.5,1491.0,0.053,1.05,75.0,60,,1514.3,1489.0,0.0,0,1.228,0.072,0.059,0.0365,1.943,0.144,Medium-Low,Low
GC-LAP-03758,58,F,Retail,2,1,784.0,1,0,220.3,391.1,0.0984,300.3,66.3,19.32,66.9,361.7,307.8,54.0,5.701,1.31,63.0,95,7.43,279.9,239.0,1.0,2,0.932,0.734,4.081,0.0337,0.303,0.564,High,High
GC-LAP-03759,44,F,Services,13,1,666.0,3,0,401.3,535.9,0.3983,555.4,53.9,15.0,106.5,941.9,308.8,633.1,0.488,1.88,77.0,64,15.24,543.1,516.0,0.0,0,0.978,0.723,0.634,0.038,0.265,0.711,Medium,Medium
GC-LAP-03760,41,F,Services,9,2,598.0,4,0,81.3,38.1,0.1039,28.1,65.4,20.94,6.5,27.9,10.4,17.5,0.59,1.98,45.0,48,36.13,32.2,26.8,0.0,0,1.147,2.897,4.637,0.4444,0.08,5.524,Medium,Medium
GC-LAP-03761,44,F,Manufacturing,19,2,678.0,2,0,150.3,1574.6,0.2924,1546.1,81.1,8.28,182.1,2184.5,1132.6,1051.8,1.077,2.2,44.0,96,10.42,1470.2,1248.7,0.0,0,0.951,0.097,0.143,0.0693,1.212,0.185,Low,Low
GC-LAP-03762,41,M,Trading,11,3,777.0,0,0,138.8,176.8,0.0836,185.2,54.6,26.85,52.0,239.8,76.7,163.1,0.471,1.59,25.0,79,5.79,154.3,159.9,0.0,0,0.833,0.749,0.851,0.0417,0.374,0.385,Low,Low
GC-LAP-03763,35,F,Retail,8,1,662.0,1,0,123.8,653.4,0.1742,802.7,63.3,14.83,131.2,1386.4,558.9,827.5,0.675,1.29,69.0,64,4.8,887.1,711.7,0.0,0,1.105,0.154,0.15,0.0388,1.06,0.182,Low,Low
GC-LAP-03764,48,M,Trading,8,3,692.0,1,0,45.5,99.3,0.1375,95.8,76.5,14.24,17.0,117.0,12.5,104.5,0.12,1.4,118.0,92,26.28,123.4,111.6,0.0,2,1.289,0.475,0.435,0.5776,0.374,0.738,Medium,Medium
GC-LAP-03765,43,M,Manufacturing,10,1,673.0,1,0,204.4,959.3,0.2868,1203.7,50.7,18.76,248.4,1994.2,432.6,1561.6,0.277,1.87,97.0,57,16.27,1012.1,1009.6,0.0,0,0.841,0.17,0.131,0.0796,1.215,0.143,Low,Low
GC-LAP-03766,42,M,Services,4,1,708.0,2,0,95.8,100.4,0.3299,127.9,74.3,9.49,16.6,64.0,42.5,21.4,1.985,1.46,10.0,52,86.97,148.8,129.8,2.0,0,1.164,0.749,4.47,0.9078,0.174,1.551,Medium-Low,Low
GC-LAP-03767,34,F,Services,6,1,657.0,1,0,241.1,150.5,0.1913,138.9,67.3,24.59,34.8,163.6,9.6,154.0,0.062,0.71,96.0,61,7.55,123.0,119.7,0.0,1,0.886,1.736,1.565,0.0313,0.144,1.169,Low,Low
GC-LAP-03768,52,M,Services,1,1,631.0,0,0,118.9,217.5,0.1757,279.5,80.6,8.8,27.2,269.1,104.5,164.6,0.635,1.35,88.0,50,13.34,226.5,233.9,0.0,0,0.811,0.425,0.722,0.1122,0.229,0.63,Medium-Low,Low
GC-LAP-03769,47,F,Services,5,2,693.0,0,2,237.1,228.6,0.3049,202.4,36.8,,52.1,329.0,63.1,265.9,0.237,1.34,51.0,66,55.66,160.8,148.9,,0,0.795,1.172,0.892,0.2348,0.22,0.655,Medium-High,High
GC-LAP-03770,37,M,Services,10,2,703.0,2,2,163.3,237.5,0.4381,177.8,47.2,31.99,58.3,205.0,49.5,155.5,0.318,1.56,111.0,31,43.29,187.7,154.9,0.0,0,1.056,0.918,1.05,0.2651,0.357,0.61,Medium,Medium
GC-LAP-03771,50,M,Services,11,3,786.0,1,0,189.8,390.5,0.1347,403.5,48.7,34.0,147.0,323.4,263.6,59.8,4.407,0.93,69.0,34,7.01,423.8,401.9,0.0,1,1.05,0.47,3.173,0.0369,0.775,0.227,Medium,Medium
GC-LAP-03772,38,F,Food_Processing,1,3,723.0,2,1,174.7,141.4,0.2019,143.6,51.9,36.95,57.5,167.1,78.8,88.3,0.892,1.28,107.0,40,2.74,107.7,104.7,0.0,0,0.75,1.217,1.978,0.0157,0.329,0.646,Medium,Medium
GC-LAP-03773,35,M,Services,9,2,649.0,1,0,110.5,377.2,0.2608,361.1,63.1,18.91,80.9,335.6,83.0,252.6,0.329,1.27,53.0,62,11.06,312.3,257.6,1.0,0,0.865,0.306,0.437,0.1001,0.732,0.271,Medium-Low,Low
GC-LAP-03774,35,F,Services,12,2,676.0,1,1,96.6,997.8,0.1733,927.7,88.8,6.49,88.7,674.0,223.5,450.5,0.496,2.23,80.0,67,6.72,793.7,811.5,0.0,0,0.856,0.104,0.214,0.0696,0.919,0.224,Low,Low
GC-LAP-03775,27,M,Trading,9,2,762.0,1,0,157.2,142.0,0.148,159.0,45.8,30.76,53.5,228.0,192.7,35.3,5.457,1.53,58.0,33,13.7,158.1,160.1,0.0,0,0.995,0.989,4.451,0.0872,0.34,0.535,Medium-Low,Low
GC-LAP-03776,45,M,Textiles,6,3,694.0,1,0,182.4,278.4,0.2294,223.6,52.3,27.16,69.2,329.8,103.3,226.5,0.456,1.37,68.0,44,13.12,213.5,189.2,3.0,0,0.955,0.816,0.805,0.0719,0.379,0.466,Medium-Low,Low
GC-LAP-03777,27,F,Manufacturing,7,2,654.0,0,0,119.5,543.5,0.1984,608.5,75.7,11.52,73.9,646.7,281.9,364.7,0.773,1.95,90.0,58,24.4,574.4,543.0,1.0,1,0.944,0.196,0.328,0.2042,0.619,0.233,Medium-High,High
GC-LAP-03778,32,M,Services,7,1,724.0,1,0,191.4,90.3,0.1074,92.2,62.9,17.08,19.7,105.0,78.5,26.6,2.956,2.33,93.0,66,11.02,36.9,35.8,0.0,1,0.4,2.076,7.209,0.0576,0.103,1.7,Medium-High,High
GC-LAP-03779,25,M,Trading,6,2,672.0,2,2,77.0,121.1,0.2103,104.8,82.4,3.45,7.7,137.8,89.5,48.3,1.851,3.27,80.0,51,10.14,100.6,92.5,0.0,2,0.96,0.735,1.593,0.1317,0.1,3.012,High,High
GC-LAP-03780,41,M,Services,10,1,748.0,2,0,139.8,436.5,0.2975,411.1,57.3,19.01,88.1,689.6,429.6,259.9,1.653,1.66,57.0,34,15.23,432.4,320.0,1.0,1,1.052,0.34,0.538,0.1089,0.63,0.365,Medium-Low,Low
GC-LAP-03781,40,M,Trading,21,2,741.0,1,0,238.5,236.2,0.2873,204.3,56.7,14.84,39.0,188.6,93.7,94.9,0.987,0.89,61.0,16,21.43,264.2,250.0,2.0,0,1.293,1.167,2.513,0.0899,0.164,1.034,Medium-Low,Low
GC-LAP-03782,39,M,Construction,6,3,651.0,1,0,139.8,349.8,0.342,407.6,73.0,14.81,75.5,452.1,90.8,361.2,0.251,1.03,113.0,5,19.4,506.2,478.1,1.0,0,1.242,0.343,0.387,0.1388,0.54,0.346,Medium-Low,Low
GC-LAP-03783,33,M,Manufacturing,8,2,827.0,3,2,112.2,400.9,0.4294,395.9,53.0,22.58,111.0,595.9,495.1,100.8,4.91,1.22,77.0,51,8.6,383.0,317.1,0.0,0,0.967,0.283,1.113,0.0766,0.989,0.308,Medium-Low,Low
GC-LAP-03784,32,F,Trading,9,3,712.0,0,0,207.0,93.1,0.0928,78.6,50.5,28.32,25.8,69.3,45.0,24.4,1.844,1.07,60.0,80,21.85,66.0,52.6,3.0,0,0.84,2.633,8.489,0.1056,0.125,1.155,Medium,Medium
GC-LAP-03785,45,M,Retail,6,3,560.0,2,2,309.1,1015.8,0.3991,1159.0,60.6,24.9,321.1,1490.5,573.8,916.6,0.626,0.92,147.0,31,6.82,1266.0,1392.6,0.0,0,1.092,0.267,0.337,0.0221,1.039,0.176,Low,Low
GC-LAP-03786,37,M,Trading,15,1,742.0,0,0,171.6,278.6,0.2487,313.0,50.4,23.58,79.0,391.3,89.6,301.7,0.297,2.61,92.0,32,7.37,230.1,226.1,1.0,1,0.735,0.548,0.569,0.0429,0.461,0.313,Medium-Low,Low
GC-LAP-03787,44,F,Manufacturing,1,1,564.0,2,0,46.5,285.7,0.2205,273.7,61.7,20.0,67.4,363.5,118.7,244.8,0.485,0.32,39.0,61,14.24,194.1,195.6,3.0,0,0.709,0.17,0.19,0.3062,1.45,0.277,Medium,Medium
GC-LAP-03788,34,F,Services,7,1,782.0,2,0,75.7,262.5,0.2549,302.4,64.6,28.46,95.3,376.6,178.8,197.9,0.904,2.25,10.0,48,7.97,322.8,282.3,0.0,0,1.068,0.25,0.383,0.1053,1.259,0.24,Low,Low
GC-LAP-03789,43,M,Logistics,14,3,723.0,0,0,221.4,442.2,0.3238,450.5,78.1,8.4,50.2,461.0,222.4,238.6,0.932,0.72,62.0,41,17.6,461.1,341.4,0.0,2,1.023,0.491,0.928,0.0795,0.227,0.635,Medium-Low,Low
GC-LAP-03790,52,M,Manufacturing,8,1,711.0,2,0,90.3,509.0,0.1011,596.3,41.1,45.88,285.0,890.0,429.5,460.5,0.933,2.46,94.0,64,23.96,485.5,412.1,1.0,0,0.814,0.151,0.196,0.2653,3.156,0.088,Low,Low
GC-LAP-03791,46,M,Manufacturing,5,2,714.0,0,0,126.5,38.8,0.2721,32.4,85.0,8.58,4.7,24.2,1.2,23.0,0.053,1.99,76.0,51,207.45,19.2,14.4,2.0,0,0.592,3.901,5.496,1.6399,0.037,3.912,Medium-Low,Low
GC-LAP-03792,38,M,Services,12,2,750.0,1,0,88.2,526.0,0.6601,611.8,53.2,27.61,179.1,900.4,436.2,464.2,0.94,1.27,76.0,22,29.61,768.6,703.1,0.0,0,1.256,0.144,0.19,0.3357,2.031,0.104,Low,Low
GC-LAP-03793,44,M,Trading,14,2,686.0,3,2,202.2,123.3,0.4404,140.5,85.8,9.14,18.5,87.1,68.7,18.3,3.747,1.32,59.0,31,7.11,140.7,109.4,0.0,1,1.002,1.439,11.025,0.0352,0.092,2.541,High,High
GC-LAP-03794,40,M,Trading,11,1,714.0,2,0,164.9,206.8,0.1631,272.6,54.9,30.31,97.2,307.7,69.4,238.3,0.291,1.58,79.0,64,11.32,201.1,195.0,1.0,0,0.738,0.605,0.692,0.0686,0.589,0.368,Low,Low
GC-LAP-03795,42,M,Retail,5,1,722.0,1,0,82.1,141.0,0.2663,144.4,57.3,23.19,37.1,242.9,118.2,124.7,0.948,1.4,81.0,86,8.71,134.9,130.1,0.0,0,0.934,0.568,0.658,0.1061,0.452,0.48,Medium-Low,Low
GC-LAP-03796,39,M,Manufacturing,12,1,542.0,2,1,200.9,202.9,0.1035,207.9,72.4,15.01,37.7,364.3,208.8,155.6,1.342,0.77,52.0,63,8.66,207.1,183.2,0.0,0,0.996,0.966,1.291,0.0431,0.188,1.086,High,High
GC-LAP-03797,40,M,Construction,7,2,750.0,5,0,207.7,233.0,,247.7,40.0,34.22,86.0,393.3,112.9,280.4,0.403,2.0,48.0,51,19.65,193.6,184.1,0.0,2,0.781,0.839,0.741,0.0946,0.414,0.697,Medium-Low,Low
GC-LAP-03798,43,M,Services,13,1,760.0,0,0,172.1,255.5,0.0689,281.7,47.7,39.37,114.4,399.8,170.7,229.1,0.745,1.52,100.0,41,69.13,203.0,212.8,0.0,0,0.721,0.611,0.751,0.4017,0.665,0.217,Low,Low
GC-LAP-03799,34,M,Textiles,17,2,742.0,4,0,138.8,93.4,0.2113,97.8,41.9,36.48,41.2,122.9,38.3,84.6,0.453,1.21,88.0,79,34.71,91.2,72.9,0.0,0,0.932,1.42,1.641,0.2501,0.297,1.068,Medium-Low,Low
GC-LAP-03800,33,M,Logistics,1,1,737.0,2,2,1108.4,301.3,0.263,343.8,74.2,15.69,57.0,297.0,134.1,162.9,0.823,1.35,89.0,104,21.2,347.3,378.3,0.0,0,1.01,3.224,6.805,0.0191,0.051,3.01,Medium-High,High
GC-LAP-03801,30,M,Services,10,2,810.0,3,0,51.5,413.6,0.1089,401.2,66.0,21.94,100.2,682.7,365.9,316.7,1.155,1.24,15.0,84,6.49,464.1,434.5,2.0,0,1.157,0.128,0.163,0.126,1.945,0.254,Medium,Medium
GC-LAP-03802,29,M,Services,1,3,712.0,2,1,101.2,280.6,0.2118,318.2,74.7,10.41,45.4,423.3,266.3,157.0,1.696,1.72,51.0,36,18.1,263.7,257.3,2.0,1,0.829,0.318,0.645,0.1789,0.448,0.586,Low,Low
GC-LAP-03803,32,M,Retail,22,2,714.0,3,0,120.6,199.7,0.0803,234.8,61.3,29.61,74.0,588.0,244.6,343.4,0.712,1.85,38.0,60,16.43,221.3,226.6,0.0,0,0.942,0.514,0.351,0.1362,0.614,0.478,Low,Low
GC-LAP-03804,43,M,Trading,7,1,675.0,1,2,257.5,154.4,0.1605,185.0,45.0,33.82,66.7,251.0,62.5,188.5,0.332,0.57,118.0,50,16.61,230.7,221.4,1.0,1,1.247,1.392,1.366,0.0645,0.259,0.646,Medium,Medium
GC-LAP-03805,34,M,Trading,13,2,600.0,2,0,102.8,45.3,0.1547,49.4,59.4,30.54,17.4,91.3,38.1,53.2,0.716,1.85,11.0,62,12.03,33.7,31.3,0.0,0,0.682,2.081,1.931,0.117,0.169,1.545,Medium,Medium
GC-LAP-03806,46,M,Logistics,9,1,742.0,4,0,239.2,423.4,0.2424,467.2,56.9,30.47,150.0,740.0,115.9,624.0,0.186,1.44,70.0,43,7.55,471.0,410.7,1.0,0,1.008,0.512,0.383,0.0316,0.627,0.39,Medium-Low,Low
GC-LAP-03807,42,M,Trading,5,1,682.0,3,0,85.7,359.5,0.2736,365.8,48.3,29.16,116.4,460.8,141.8,318.9,0.445,1.21,74.0,86,43.0,400.5,367.2,3.0,0,1.095,0.234,0.269,0.5018,1.359,0.261,Low,Low
GC-LAP-03808,26,F,Manufacturing,5,1,599.0,3,0,159.5,223.0,0.2453,227.4,62.2,16.08,40.7,359.5,192.0,167.4,1.147,1.81,98.0,71,3.53,284.1,255.5,0.0,0,1.249,0.702,0.953,0.0221,0.255,1.007,Medium-High,High
GC-LAP-03809,47,M,Retail,17,1,710.0,1,0,204.1,92.1,0.1944,114.6,62.8,12.52,16.8,137.1,98.1,39.0,2.514,1.51,94.0,24,8.4,137.9,131.9,0.0,1,1.204,1.781,5.232,0.0412,0.082,2.105,Medium,Medium
GC-LAP-03810,48,M,Services,14,2,708.0,2,0,83.9,259.5,0.2369,237.2,63.1,23.37,70.1,270.6,128.3,142.2,0.902,0.79,141.0,60,2.05,203.8,194.4,0.0,0,0.859,0.354,0.59,0.0244,0.835,0.344,Low,Low
GC-LAP-03811,34,M,Manufacturing,19,2,701.0,3,2,193.1,199.8,0.1126,180.4,67.3,27.81,52.3,255.9,98.2,157.7,0.623,1.37,105.0,72,19.41,200.7,196.2,0.0,0,1.112,1.07,1.225,0.1005,0.271,0.876,Medium,Medium
GC-LAP-03812,45,M,Manufacturing,10,1,723.0,3,0,287.7,763.2,0.1171,849.4,57.1,17.95,206.5,1326.1,506.2,819.9,0.617,1.46,93.0,40,5.64,1028.4,1052.1,3.0,1,1.211,0.339,0.351,0.0196,0.718,0.288,Medium-Low,Low
GC-LAP-03813,35,M,Trading,11,1,621.0,2,1,114.7,655.9,0.2214,533.5,68.8,11.21,67.0,505.8,237.0,268.8,0.882,1.44,116.0,61,19.06,479.4,519.9,0.0,1,0.899,0.215,0.427,0.1662,0.584,0.426,Medium,Medium
GC-LAP-03814,42,M,Food_Processing,8,1,774.0,3,0,67.5,171.1,0.2352,186.2,51.2,35.86,68.5,238.0,77.7,160.3,0.485,1.32,90.0,64,27.48,211.9,229.6,2.0,0,1.138,0.363,0.421,0.4071,1.015,0.405,Low,Low
GC-LAP-03815,31,M,Food_Processing,8,1,740.0,3,0,101.3,500.6,0.1945,496.8,69.7,14.62,85.3,376.4,231.7,144.7,1.601,1.55,57.0,62,13.13,562.4,491.0,0.0,0,1.132,0.204,0.7,0.1296,0.843,0.382,Low,Low
GC-LAP-03816,27,M,Trading,4,1,789.0,2,2,115.6,137.3,0.2508,129.8,68.1,16.7,23.4,154.1,112.4,41.7,2.696,0.98,53.0,73,16.79,72.5,74.4,0.0,0,0.558,0.891,2.772,0.1452,0.202,1.226,Medium-High,High
GC-LAP-03817,38,M,Retail,10,1,681.0,3,0,217.0,728.8,0.3267,913.7,77.7,15.44,178.3,937.1,436.9,500.2,0.874,0.62,84.0,86,40.82,855.4,874.2,1.0,0,0.936,0.237,0.434,0.1881,0.822,0.276,Medium-Low,Low
GC-LAP-03818,41,M,Trading,6,2,740.0,0,0,71.2,340.6,0.2546,360.6,69.4,27.5,114.0,418.1,158.3,259.8,0.61,1.64,59.0,63,16.42,339.7,311.3,0.0,0,0.942,0.197,0.274,0.2306,1.601,0.09,Medium-Low,Low
GC-LAP-03819,38,M,Construction,12,2,602.0,3,0,179.3,1283.6,0.2788,972.3,66.1,22.7,235.5,832.6,602.6,230.0,2.62,0.79,98.0,11,3.93,1157.5,1137.4,0.0,2,1.19,0.184,0.78,0.0219,1.313,0.186,Medium,Medium
GC-LAP-03820,32,M,Trading,10,1,664.0,1,1,170.7,183.3,0.1439,156.0,75.0,17.14,29.1,111.5,35.8,75.8,0.472,2.07,75.0,63,22.0,136.1,146.9,2.0,0,0.872,1.094,2.253,0.1289,0.17,1.052,Medium,Medium
GC-LAP-03821,38,M,Services,11,3,632.0,3,2,162.3,717.2,0.2395,859.9,58.7,32.15,309.7,1424.0,734.4,689.7,1.065,2.54,62.0,62,18.2,701.8,505.8,0.0,0,0.816,0.189,0.235,0.1121,1.908,0.134,Medium-Low,Low
GC-LAP-03822,44,M,Trading,18,1,730.0,2,0,251.7,835.2,0.4275,839.3,41.5,31.94,290.7,1442.3,832.8,609.5,1.366,1.65,118.0,68,5.03,1032.7,1037.1,3.0,1,1.23,0.3,0.413,0.02,1.155,0.166,Medium-Low,Low
GC-LAP-03823,41,F,Manufacturing,9,2,648.0,2,0,143.0,216.2,0.2567,287.2,69.6,23.99,74.7,312.9,72.8,240.1,0.303,1.87,105.0,76,14.36,171.4,165.0,3.0,0,0.597,0.498,0.596,0.1004,0.523,0.436,Medium-Low,Low
GC-LAP-03824,43,M,Manufacturing,13,1,688.0,2,0,87.2,114.7,0.2938,102.7,45.5,26.73,30.0,47.7,24.4,23.3,1.044,0.61,114.0,43,10.72,95.3,87.9,1.0,0,0.928,0.849,3.739,0.1229,0.344,0.818,Medium,Medium
GC-LAP-03825,36,M,Trading,20,2,714.0,2,0,117.5,507.2,0.1359,613.2,71.3,4.92,52.1,586.9,97.4,489.5,0.199,1.66,47.0,47,11.37,559.4,524.1,0.0,0,0.912,0.192,0.24,0.0968,0.443,0.555,Low,Low
GC-LAP-03826,51,M,Logistics,16,2,690.0,0,0,125.2,149.6,0.0635,179.8,38.2,29.57,60.2,231.3,74.8,156.5,0.478,1.3,182.0,91,8.15,140.1,116.3,0.0,0,0.779,0.696,0.8,0.0651,0.481,0.299,Medium-High,High
GC-LAP-03827,32,M,Logistics,15,2,635.0,3,2,90.2,234.1,0.0836,190.8,73.3,6.23,16.5,347.8,144.0,203.8,0.706,1.3,40.0,35,10.99,219.7,205.9,0.0,1,1.152,0.473,0.443,0.1218,0.183,1.874,High,High
GC-LAP-03828,45,M,Retail,8,1,813.0,2,0,50.7,169.1,0.4003,162.8,84.2,5.38,15.1,122.4,36.0,86.4,0.416,1.46,82.0,51,7.09,170.0,167.6,0.0,0,1.044,0.311,0.586,0.1398,0.298,1.28,Low,Low
GC-LAP-03829,51,M,Trading,11,1,721.0,1,2,129.9,1135.5,0.1957,1415.9,63.1,25.14,401.7,1250.4,712.7,537.7,1.326,2.45,60.0,55,16.54,1357.2,1466.0,1.0,0,0.959,0.092,0.242,0.1273,3.093,0.061,Medium-Low,Low
GC-LAP-03830,45,M,Trading,3,2,814.0,0,2,140.0,310.0,0.1853,386.0,52.8,22.44,94.9,295.3,176.1,119.2,1.478,1.8,86.0,33,8.77,455.0,414.8,0.0,0,1.179,0.363,1.175,0.0626,0.678,0.213,Medium-Low,Low
GC-LAP-03831,40,M,Trading,12,2,652.0,5,0,117.4,381.6,0.2343,394.5,59.6,16.95,81.2,548.6,371.5,177.0,2.099,2.54,116.0,57,7.38,529.2,432.5,0.0,0,1.341,0.298,0.663,0.0629,0.692,0.577,Medium-Low,Low
